price,area,floor
1570516.0,174.38317118046788,16
933869.0,139.11439804267818,14
1731336.0,86.72821207905739,3
1424999.0,161.851250099045,4
278937.0,62.67213435156079,18
1953682.0,166.16267516731745,18
1546165.0,138.49778333645202,17
1593522.0,66.61254775946024,5
343416.0,61.92583446385554,16
955733.0,162.62545001546937,2
804516.0,93.94038597557557,5
1860853.0,183.395277615082,15
1323344.0,164.3109531545264,19
1663247.0,154.7285367076574,20
942487.0,91.79090789501764,30
531754.0,156.3416778532427,26
1153711.0,192.2221526772251,12
221253.0,63.73397515558534,24
862555.0,98.92439630053492,3
1300162.0,85.20083981923912,26
1540367.0,108.9875201601,12
773599.0,161.34989822809194,23
1944326.0,121.13638721380798,30
1796930.0,135.60959091803693,22
1578929.0,97.12323321175136,28
469814.0,71.19339006306508,1
986770.0,90.04004734065927,6
183227.0,178.95204518629805,19
393150.0,140.36254432301155,17
1397793.0,106.69830097958506,4
1515048.0,168.4858972603381,22
1938268.0,59.66861486823632,2
719068.0,88.08366318835786,30
803873.0,84.5154731086009,5
992156.0,197.80468432523327,14
459996.0,155.91478735891403,25
346851.0,142.66789045828313,16
1003839.0,50.74774479417093,23
531128.0,77.64650031347861,22
1372647.0,145.33119394596173,29
930589.0,106.95789897224986,14
1682089.0,188.64205755185912,30
1430504.0,164.7086328712637,16
693497.0,117.107610920618,27
1681294.0,162.42724663074057,22
1629052.0,196.31064857393324,4
836209.0,119.1471237052206,20
647823.0,146.37888318328,27
1396741.0,187.79969225919427,4
365530.0,87.301199305426,26
479826.0,182.9836870499417,4
113988.0,64.6317060159474,27
1595156.0,147.26722558814697,24
1363217.0,167.42572325836767,5
1439814.0,142.1909328878639,22
1583385.0,124.33022062288146,4
971940.0,142.6020649888529,18
687187.0,72.74955631691668,28
365614.0,82.33560654953276,7
317607.0,90.4849015934513,6
1369966.0,139.6669010945057,13
995083.0,116.28516106176058,12
460221.0,86.67137637287593,2
1005433.0,182.42139982168703,14
1305965.0,106.08827604398353,8
1151801.0,116.90475788448369,4
1162494.0,111.45516148234918,9
677505.0,77.29144329151289,1
158554.0,159.744052314535,28
929763.0,117.2687393403287,30
507711.0,52.43856648390776,12
876204.0,194.60205535396955,27
1721466.0,172.36454173931205,14
544485.0,158.5339031137705,28
210775.0,180.36378057777927,6
634629.0,186.02108804083247,9
1294488.0,100.6234559576658,23
1357641.0,141.64380176250478,7
1158361.0,141.32117138083913,25
1589407.0,90.09495032158956,13
1362196.0,83.29283771706008,13
872135.0,67.0860882228533,14
1646639.0,148.8971293874679,24
417249.0,167.137848654617,1
143153.0,164.14294692755055,23
271091.0,97.44130657774616,24
1472483.0,80.78897756978034,25
977567.0,118.04212676819328,30
406416.0,132.0220190360766,24
1051985.0,187.86306919528337,16
389393.0,181.2234731411081,14
1423009.0,187.4087496952741,12
947697.0,177.53935777039695,25
823940.0,194.68718066544668,12
672873.0,119.82499957535862,18
1297537.0,57.12102461496416,3
787444.0,62.534304822271736,10
266535.0,108.54142126585148,8
324211.0,88.6530636909496,14
1927606.0,75.49108870416009,16
1826303.0,192.9805661762973,22
1429444.0,79.31293826159337,13
605153.0,193.90689084728464,5
671928.0,164.12582604818107,17
1579627.0,146.14185081878352,2
1462091.0,151.40284401340676,26
953787.0,99.7211485488686,24
617259.0,146.9640557087423,7
283143.0,78.0038177421898,8
1375153.0,190.6558148803969,1
965975.0,95.26900099408904,11
998046.0,88.27797684403131,2
681318.0,156.67441972912363,29
1200517.0,148.4673077099273,5
435868.0,117.6948377514958,20
1727567.0,144.86693520361794,18
1541187.0,73.92396076412842,8
1466980.0,150.99924611029326,25
920977.0,90.59160427927908,4
1291887.0,90.9253965014686,27
709932.0,74.32699024156769,23
1334709.0,99.85657025542469,20
260444.0,99.68765904669922,27
890034.0,118.1268517553404,13
179067.0,78.56292569995242,9
1038583.0,78.95113042381494,5
726736.0,131.26078574948426,28
374596.0,69.33161070057128,13
296466.0,153.33455119832527,25
1216525.0,191.59206887938947,10
424127.0,114.01934324965671,29
1857728.0,185.1657969726016,27
1204016.0,64.74748866887967,10
759053.0,56.44364410634668,15
1222739.0,158.205331627076,24
143327.0,164.15323594722446,7
996238.0,176.4587361448627,1
1016377.0,58.52265175999722,9
1587197.0,166.53605824352456,18
257187.0,106.48080991948729,5
1024651.0,95.50064490232978,11
1032343.0,75.95358820149454,28
804201.0,199.40236326537905,3
1186283.0,59.54953839782954,2
999630.0,174.05120219119993,13
607254.0,145.92416532357913,1
729981.0,160.26206663928008,1
1089278.0,156.75756798826944,6
933932.0,178.76517276097738,4
141063.0,77.56881047841625,25
920313.0,50.123692525202806,4
1802705.0,139.7792733564899,16
366473.0,103.07879589850008,22
1152669.0,68.56809966757065,19
306294.0,77.92081311563582,20
1377256.0,99.76239686888344,11
634344.0,60.53500563300548,27
1352903.0,58.53698031926763,3
967877.0,187.40393822486664,4
1560430.0,96.81541240305444,26
304708.0,197.33460462103773,3
440242.0,194.65505124956,6
537407.0,71.38569234906707,6
171084.0,157.23864543442863,1
446006.0,140.12073336906036,4
804752.0,153.59706096577304,18
1676601.0,64.42865000217122,20
1635678.0,78.2840117951837,3
702564.0,61.49579921763223,29
1910509.0,140.6201307825607,3
652744.0,197.98866137736368,21
1078609.0,150.7976806486912,25
586334.0,156.61423025328946,16
1878483.0,197.68775623149216,15
412755.0,151.7017331257694,4
185330.0,56.02723589427055,8
926684.0,180.05084012848965,26
1985514.0,104.70174355681944,11
1794187.0,50.654543227207306,2
1522355.0,126.08512663412309,22
1792506.0,190.5522501314396,21
1797549.0,88.59960307924749,2
1085831.0,123.726975957926,2
700265.0,76.06653316735861,4
1566824.0,58.65390074996601,2
1357156.0,62.08174200696698,19
809950.0,159.05163589420332,4
279487.0,179.61117061132236,19
1518900.0,71.49482588787366,6
598675.0,93.24778517157031,30
1879945.0,79.2544201467241,22
557844.0,54.02836653896419,12
333240.0,133.01470548304752,13
1679114.0,154.98832552064715,2
391240.0,147.18162213276057,2
440610.0,108.20803209533716,17
1238827.0,133.2515368909858,1
1761668.0,64.1148959954337,20
473226.0,73.14555780840267,12
689615.0,189.7691929329475,5
1577069.0,164.22616217298452,17
1946470.0,188.4108643737751,17
1051408.0,187.50204267490508,23
373405.0,147.40889256616111,6
126479.0,189.2357972168248,17
536346.0,112.50561546236948,26
350462.0,50.54243671774114,9
