price,area,floor
811626.2258099887,150.9054491313347,1
1906357.1821788407,169.50220957870584,1
1490788.4894416698,87.57018481887485,19
1237451.1199743696,143.73111494104984,5
396435.41684062936,135.7618974715623,13
396389.588638785,174.92455651824065,19
210358.86311957898,185.91305907218907,12
1745734.6769723769,51.82351572160802,16
1242118.5223120968,151.1029878588189,25
1445337.8978124864,57.775369867959355,25
139110.53916202465,132.3287997616034,19
1942828.7191077892,93.14490935655172,3
1681641.0175208014,96.01648992832118,12
503444.3102887247,102.94377551785348,30
445467.43769349117,143.19386735744152,5
448468.56872152427,100.10749485031539,2
678060.2616231217,159.90485758854206,22
1097037.2201012517,110.67910783608045,7
920695.53542002,60.25298004649379,13
653335.3663762796,167.56397637261608,25
1262520.499972521,92.8637486889059,15
365038.3352388795,114.91503193988939,22
655074.8322169145,152.81658248328523,3
796087.5022580143,99.8684235723068,28
966532.9700123683,58.487848422007346,21
1591834.3266467259,106.08815705192204,20
479380.1861008835,191.66728740414553,5
1077045.432985862,146.26015959478372,24
1225587.6808378806,150.72187230008103,8
188255.78416799568,144.84232304564597,22
1254335.2186127328,79.84882084391552,1
423995.8350058539,112.75007961534202,8
223598.0266720311,162.64096975449775,24
1902882.520781333,65.20593463297388,18
1934700.8628416627,91.67791641345684,20
1635954.9614212762,91.44786626987803,28
678766.1614294043,114.8028391391759,16
285577.01661212934,197.05531114132776,18
1400042.750373098,60.12538200257329,20
936289.7381052425,127.80514915708926,12
331872.64620507974,76.90470230183156,13
1040836.1292114133,195.6014818114616,13
165338.19011891494,66.99552570911963,10
1827708.763949686,110.54015035423868,7
591681.9650400322,160.68274772519092,25
1358792.3402725658,155.6831642041168,14
692251.0445698808,113.40929553408984,30
1088129.2402378405,101.97862519290774,24
1138749.5307522314,109.64185678293059,16
451223.4654985014,89.64143947379588,15
1942210.7927526613,80.79994080601998,12
1572752.3643861176,122.4559546338335,9
1885047.9889719593,90.2800634101411,8
1800171.9658125327,93.11924973458753,18
1236009.9597410618,148.51340952118358,23
1851561.046543922,195.28059975498383,18
268135.75389864703,140.54558008390626,13
472367.43859637587,61.54692005974494,28
185931.84893002233,61.33754207811005,27
718127.6284502023,192.7134831268349,18
838486.8504100158,94.59361854610005,15
615563.1603704023,63.81004791237132,4
1674601.2673886658,139.85668807255723,17
777831.3207178196,143.5473167435399,5
633775.5684060234,147.27572301780322,22
1131122.5580006721,90.1103041786312,16
367756.027452049,52.26660263217126,9
1624174.2634326753,194.75230541817078,10
241646.22299156457,87.63395685366538,24
1975085.179540983,151.40394320788212,18
1567265.061663649,155.99448048180642,17
477559.79491492757,141.50111256192287,18
110492.02253484455,96.93610913204724,7
1649376.7140641848,90.66443806460987,4
1443028.9533104724,139.65024240540546,26
1485113.6192778759,179.91434504175373,5
1565413.658703297,192.01005933850934,28
240684.83829477167,65.88587066056364,23
781084.8842341179,73.22429188965798,16
320151.2130977465,191.71043881746195,3
1739896.5091636276,160.4802842502189,26
1284266.44097236,182.44907372446596,18
728706.2472200334,80.39489512030147,29
220760.8655434449,138.1378806664103,23
690866.4112597582,155.17093916262104,21
717848.3118508194,152.0167828170459,14
1486251.7388423218,111.22275363000472,15
1311359.195574905,52.30923375369627,17
1785704.2108950205,137.43890852063947,1
997208.3578077037,87.96523087694132,25
327229.0672827732,117.53813692143355,21
1455165.0957236905,193.63715226257258,17
1545491.5923721052,109.85529764636522,23
1166426.6753820428,175.97024099966401,25
1564837.641913666,78.28109086238767,11
1038211.6330923424,150.86907470375434,17
1093192.3758257888,196.55104316584152,26
912327.9348812443,65.28396513094052,14
148296.34081378084,51.247991334078804,29
304993.71128727845,115.03741889489216,20
159715.4528047951,63.89382245770508,30
1309179.7814011828,162.2576524514347,19
697276.3640450207,187.18229957728383,21
